"proteinSearched","gene","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","todaysDate"
"pbmc","OR6C68","Olfactory receptors interact with odorant molecules in the nose, to initiate a neuronal response that triggers the perception of a smell. The olfactory receptor proteins are members of a large family of G-protein-coupled receptors (GPCR) arising from single coding-exon genes. Olfactory receptors share a seven-transmembrane domain structure with many neurotransmitter and hormone receptors and are responsible for the recognition and G protein-mediated transduction of odorant signals. The olfactory receptor gene family is the largest in the genome. The nomenclature assigned to the olfactory receptor genes and proteins for this organism is independent of other organisms. [provided by RefSeq, Mar 2014]","                                            OR6C68 (Olfactory Receptor Family 6 Subfamily C Member 68) is a Protein Coding gene.                                                                                        Among its related pathways are Signaling by GPCR and Olfactory transduction.                                            Gene Ontology (GO) annotations related to this gene include G protein-coupled receptor activity and olfactory receptor activity.                                            An important paralog of this gene is OR6C2.","Odorant receptor.
                         O6C68_HUMAN,A6NDL8
                         ","Sun Aug 09 14:14:22 2020"
"pbmc","OR6C2","Olfactory receptors interact with odorant molecules in the nose, to initiate a neuronal response that triggers the perception of a smell. The olfactory receptor proteins are members of a large family of G-protein-coupled receptors (GPCR) arising from single coding-exon genes. Olfactory receptors share a 7-transmembrane domain structure with many neurotransmitter and hormone receptors and are responsible for the recognition and G protein-mediated transduction of odorant signals. The olfactory receptor gene family is the largest in the genome. The nomenclature assigned to the olfactory receptor genes and proteins for this organism is independent of other organisms. [provided by RefSeq, Jul 2008]","                                            OR6C2 (Olfactory Receptor Family 6 Subfamily C Member 2) is a Protein Coding gene.                                            Diseases associated with OR6C2 include Cataract 37 and Cataract 21, Multiple Types.                                            Among its related pathways are Signaling by GPCR and GPCRs, Other.                                            Gene Ontology (GO) annotations related to this gene include G protein-coupled receptor activity and olfactory receptor activity.                                            An important paralog of this gene is OR6C68.","Odorant receptor.
                         OR6C2_HUMAN,Q9NZP2
                         ","Sun Aug 09 14:14:22 2020"
"pbmc","PIR-55361-124","                                            piR-55361-124  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-55361-124  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Sun Aug 09 14:14:23 2020"
"pbmc","MMP19","This gene encodes a member of a family of proteins that are involved in the breakdown of extracellular matrix in normal physiological processes, such as embryonic development, reproduction, and tissue remodeling, as well as in disease processes, such as arthritis and metastasis. The encoded protein is secreted as an inactive proprotein, which is activated upon cleavage by extracellular proteases. Alternative splicing results in multiple transcript variants for this gene. [provided by RefSeq, Jan 2013]","                                            MMP19 (Matrix Metallopeptidase 19) is a Protein Coding gene.                                            Diseases associated with MMP19 include Cavitary Optic Disc Anomalies and Multiple Sclerosis.                                            Among its related pathways are Degradation of the extracellular matrix and Integrin Pathway.                                            Gene Ontology (GO) annotations related to this gene include calcium ion binding and metallopeptidase activity.                                            An important paralog of this gene is MMP15.","Endopeptidase that degrades various components of the extracellular matrix, such as aggrecan and cartilage oligomeric matrix protein (comp), during development, haemostasis and pathological conditions (arthritic disease). May also play a role in neovascularization or angiogenesis. Hydrolyzes collagen type IV, laminin, nidogen, nascin-C isoform, fibronectin, and type I gelatin.
                         MMP19_HUMAN,Q99542
                         ","Sun Aug 09 14:14:25 2020"
"pbmc","MIP","Major intrinsic protein is a member of the water-transporting aquaporins as well as the original member of the MIP family of channel proteins. The function of the fiber cell membrane protein encoded by this gene is undetermined, yet this protein is speculated to play a role in intracellular communication. The MIP protein is expressed in the ocular lens and is required for correct lens function. This gene has been mapped among aquaporins AQP2, AQP5, and AQP6, in a potential gene cluster at 12q13. [provided by RefSeq, Jul 2008]","                                            MIP (Major Intrinsic Protein Of Lens Fiber) is a Protein Coding gene.                                            Diseases associated with MIP include Cataract 15, Multiple Types and Cerulean Cataract.                                            Among its related pathways are Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds and Aquaporin-mediated transport.                                            Gene Ontology (GO) annotations related to this gene include transporter activity and structural constituent of eye lens.                                            An important paralog of this gene is AQP2.","Water channel (PubMed:24120416). Channel activity is down-regulated by CALM when cytoplasmic Ca(2+) levels are increased. May be responsible for regulating the osmolarity of the lens. Interactions between homotetramers from adjoining membranes may stabilize cell junctions in the eye lens core (By similarity). Plays a role in cell-to-cell adhesion and facilitates gap junction coupling (PubMed:24120416).
                         MIP_HUMAN,P30301
                         ","Sun Aug 09 14:14:26 2020"
"pbmc","APOF","The product of this gene is one of the minor apolipoproteins found in plasma. This protein forms complexes with lipoproteins and may be involved in transport and/or esterification of cholesterol. [provided by RefSeq, Jul 2008]","                                            APOF (Apolipoprotein F) is a Protein Coding gene.                                                                                        Among its related pathways are Lipoprotein metabolism and Metabolism.                                            Gene Ontology (GO) annotations related to this gene include signaling receptor binding and lipid transporter activity.                                            ","Minor apolipoprotein that associates with LDL. Inhibits cholesteryl ester transfer protein (CETP) activity and appears to be an important regulator of cholesterol transport. Also associates to a lesser degree with VLDL, Apo-AI and Apo-AII.
                         APOF_HUMAN,Q13790
                         ","Sun Aug 09 14:14:26 2020"
"pbmc","OR6C4","Olfactory receptors interact with odorant molecules in the nose, to initiate a neuronal response that triggers the perception of a smell. The olfactory receptor proteins are members of a large family of G-protein-coupled receptors (GPCR) arising from single coding-exon genes. Olfactory receptors share a 7-transmembrane domain structure with many neurotransmitter and hormone receptors and are responsible for the recognition and G protein-mediated transduction of odorant signals. The olfactory receptor gene family is the largest in the genome. The nomenclature assigned to the olfactory receptor genes and proteins for this organism is independent of other organisms. [provided by RefSeq, Jul 2008]","                                            OR6C4 (Olfactory Receptor Family 6 Subfamily C Member 4) is a Protein Coding gene.                                            Diseases associated with OR6C4 include Chronic Wasting Disease.                                            Among its related pathways are Signaling by GPCR and Olfactory transduction.                                            Gene Ontology (GO) annotations related to this gene include G protein-coupled receptor activity and olfactory receptor activity.                                            An important paralog of this gene is OR2AP1.","Odorant receptor.
                         OR6C4_HUMAN,Q8NGE1
                         ","Sun Aug 09 14:14:27 2020"
"pbmc","OR10A7","Olfactory receptors interact with odorant molecules in the nose, to initiate a neuronal response that triggers the perception of a smell. The olfactory receptor proteins are members of a large family of G-protein-coupled receptors (GPCR) arising from single coding-exon genes. Olfactory receptors share a 7-transmembrane domain structure with many neurotransmitter and hormone receptors and are responsible for the recognition and G protein-mediated transduction of odorant signals. The olfactory receptor gene family is the largest in the genome. The nomenclature assigned to the olfactory receptor genes and proteins for this organism is independent of other organisms. [provided by RefSeq, Jul 2008]","                                            OR10A7 (Olfactory Receptor Family 10 Subfamily A Member 7) is a Protein Coding gene.                                            Diseases associated with OR10A7 include Tick Infestation.                                            Among its related pathways are Signaling by GPCR and Olfactory transduction.                                            Gene Ontology (GO) annotations related to this gene include G protein-coupled receptor activity and olfactory receptor activity.                                            An important paralog of this gene is OR10A4.","Odorant receptor.
                         O10A7_HUMAN,Q8NGE5
                         ","Sun Aug 09 14:14:28 2020"
"pbmc","ENSG00000257303","                                            ENSG00000257303  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000257303  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Sun Aug 09 14:14:28 2020"
"pbmc","PIR-48553-085","                                            piR-48553-085  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-48553-085  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Sun Aug 09 14:14:29 2020"
"pbmc","PIR-56759-126","                                            piR-56759-126  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-56759-126  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Sun Aug 09 14:14:29 2020"
"pbmc","PIR-56022-106","                                            piR-56022-106  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-56022-106  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Sun Aug 09 14:14:31 2020"
"pbmc","PIR-39488-069","                                            piR-39488-069  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-39488-069  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Sun Aug 09 14:14:32 2020"
"pbmc","PIR-49732-108","                                            piR-49732-108  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-49732-108  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Sun Aug 09 14:14:33 2020"
"pbmc","PIR-43099-113","                                            piR-43099-113  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-43099-113  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Sun Aug 09 14:14:33 2020"
"pbmc","PIR-60597-012","                                            piR-60597-012  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-60597-012  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Sun Aug 09 14:14:33 2020"
"pbmc","PIR-36393-105","                                            piR-36393-105  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-36393-105  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Sun Aug 09 14:14:34 2020"
"pbmc","PIR-55281-116","                                            piR-55281-116  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-55281-116  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Sun Aug 09 14:14:35 2020"
"pbmc","PIR-54764-122","                                            piR-54764-122  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-54764-122  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Sun Aug 09 14:14:35 2020"
"pbmc","PIR-31162-096","                                            piR-31162-096  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-31162-096  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Sun Aug 09 14:14:36 2020"
"pbmc","PIR-61028-109","                                            piR-61028-109  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-61028-109  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Sun Aug 09 14:14:37 2020"
"pbmc","PIR-55648-019","                                            piR-55648-019  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","                                            piR-55648-019  is an RNA Gene, and is affiliated with the piRNA class.                                                                                                                                                                                ","no summary","Sun Aug 09 14:14:37 2020"
"pbmc","ENSG00000258921","                                            ENSG00000258921  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000258921  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Sun Aug 09 14:14:38 2020"
"pbmc","METTL7B","                                            METTL7B (Methyltransferase Like 7B) is a Protein Coding gene.                                            Diseases associated with METTL7B include Mental Retardation, Autosomal Dominant 38 and Optic Atrophy 7 With Or Without Auditory Neuropathy.                                                                                        Gene Ontology (GO) annotations related to this gene include methyltransferase activity and S-adenosylmethionine-dependent methyltransferase activity.                                            An important paralog of this gene is METTL7A.","                                            METTL7B (Methyltransferase Like 7B) is a Protein Coding gene.                                            Diseases associated with METTL7B include Mental Retardation, Autosomal Dominant 38 and Optic Atrophy 7 With Or Without Auditory Neuropathy.                                                                                        Gene Ontology (GO) annotations related to this gene include methyltransferase activity and S-adenosylmethionine-dependent methyltransferase activity.                                            An important paralog of this gene is METTL7A.","Probable methyltransferase.
                         MET7B_HUMAN,Q6UX53
                         ","Sun Aug 09 14:14:39 2020"
"pbmc","OR10P1","Olfactory receptors interact with odorant molecules in the nose, to initiate a neuronal response that triggers the perception of a smell. The olfactory receptor proteins are members of a large family of G-protein-coupled receptors (GPCR) arising from single coding-exon genes. Olfactory receptors share a 7-transmembrane domain structure with many neurotransmitter and hormone receptors and are responsible for the recognition and G protein-mediated transduction of odorant signals. The olfactory receptor gene family is the largest in the genome. The nomenclature assigned to the olfactory receptor genes and proteins for this organism is independent of other organisms. [provided by RefSeq, Jul 2008]","                                            OR10P1 (Olfactory Receptor Family 10 Subfamily P Member 1) is a Protein Coding gene.                                                                                        Among its related pathways are Signaling by GPCR and Olfactory transduction.                                            Gene Ontology (GO) annotations related to this gene include G protein-coupled receptor activity and olfactory receptor activity.                                            An important paralog of this gene is OR10C1.","Odorant receptor.
                         O10P1_HUMAN,Q8NGE3
                         ","Sun Aug 09 14:14:40 2020"
"pbmc","BLOC1S1","BLOC1S1 is a component of the ubiquitously expressed BLOC1 multisubunit protein complex. BLOC1 is required for normal biogenesis of specialized organelles of the endosomal-lysosomal system, such as melanosomes and platelet dense granules (Starcevic and Dell'Angelica, 2004 [PubMed 15102850]).[supplied by OMIM, Mar 2008]","                                            BLOC1S1 (Biogenesis Of Lysosomal Organelles Complex 1 Subunit 1) is a Protein Coding gene.                                            Diseases associated with BLOC1S1 include Dyscalculia and Hermansky-Pudlak Syndrome 5.                                            Among its related pathways are Clathrin derived vesicle budding and Vesicle-mediated transport.                                                                                        An important paralog of this gene is ENSG00000258311.","Component of the BLOC-1 complex, a complex that is required for normal biogenesis of lysosome-related organelles (LRO), such as platelet dense granules and melanosomes. In concert with the AP-3 complex, the BLOC-1 complex is required to target membrane protein cargos into vesicles assembled at cell bodies for delivery into neurites and nerve terminals. The BLOC-1 complex, in association with SNARE proteins, is also proposed to be involved in neurite extension (PubMed:17182842). As part of the BORC complex may play a role in lysosomes movement and localization at the cell periphery. Associated with the cytosolic face of lysosomes, the BORC complex may recruit ARL8B and couple lysosomes to microtubule plus-end-directed kinesin motor (PubMed:25898167).
                         BL1S1_HUMAN,P78537
                         ","Sun Aug 09 14:14:41 2020"
"pbmc","OR10AE3P","Olfactory receptors interact with odorant molecules in the nose, to initiate a neuronal response that triggers the perception of a smell. The olfactory receptor proteins are members of a large family of G-protein-coupled receptors (GPCR) arising from single coding-exon genes. Olfactory receptors share a 7-transmembrane domain structure with many neurotransmitter and hormone receptors and are responsible for the recognition and G protein-mediated transduction of odorant signals. The olfactory receptor gene family is the largest in the genome. The nomenclature assigned to the olfactory receptor genes and proteins for this organism is independent of other organisms. [provided by RefSeq, Jul 2008]","                                            OR10AE3P (Olfactory Receptor Family 10 Subfamily AE Member 3 Pseudogene) is a Pseudogene.                                                                                                                                                                                ","no summary","Sun Aug 09 14:14:42 2020"
"pbmc","MMP19","This gene encodes a member of a family of proteins that are involved in the breakdown of extracellular matrix in normal physiological processes, such as embryonic development, reproduction, and tissue remodeling, as well as in disease processes, such as arthritis and metastasis. The encoded protein is secreted as an inactive proprotein, which is activated upon cleavage by extracellular proteases. Alternative splicing results in multiple transcript variants for this gene. [provided by RefSeq, Jan 2013]","                                            MMP19 (Matrix Metallopeptidase 19) is a Protein Coding gene.                                            Diseases associated with MMP19 include Cavitary Optic Disc Anomalies and Multiple Sclerosis.                                            Among its related pathways are Degradation of the extracellular matrix and Integrin Pathway.                                            Gene Ontology (GO) annotations related to this gene include calcium ion binding and metallopeptidase activity.                                            An important paralog of this gene is MMP15.","Endopeptidase that degrades various components of the extracellular matrix, such as aggrecan and cartilage oligomeric matrix protein (comp), during development, haemostasis and pathological conditions (arthritic disease). May also play a role in neovascularization or angiogenesis. Hydrolyzes collagen type IV, laminin, nidogen, nascin-C isoform, fibronectin, and type I gelatin.
                         MMP19_HUMAN,Q99542
                         ","Sun Aug 09 14:14:43 2020"
"pbmc","ITGA7","The protein encoded by this gene belongs to the integrin alpha chain family. Integrins are heterodimeric integral membrane proteins composed of an alpha chain and a beta chain. They mediate a wide spectrum of cell-cell and cell-matrix interactions, and thus play a role in cell migration, morphologic development, differentiation, and metastasis. This protein functions as a receptor for the basement membrane protein laminin-1. It is mainly expressed in skeletal and cardiac muscles and may be involved in differentiation and migration processes during myogenesis. Defects in this gene are associated with congenital myopathy. Alternatively spliced transcript variants encoding different isoforms have been noted for this gene. [provided by RefSeq, Feb 2009]","                                            ITGA7 (Integrin Subunit Alpha 7) is a Protein Coding gene.                                            Diseases associated with ITGA7 include Muscular Dystrophy, Congenital, Due To Integrin Alpha-7 Deficiency and Congenital Fiber-Type Disproportion.                                            Among its related pathways are Integrin Pathway and Degradation of the extracellular matrix.                                            Gene Ontology (GO) annotations related to this gene include protein heterodimerization activity and cell adhesion molecule binding.                                            An important paralog of this gene is ITGA6.","Integrin alpha-7/beta-1 is the primary laminin receptor on skeletal myoblasts and adult myofibers. During myogenic differentiation, it may induce changes in the shape and mobility of myoblasts, and facilitate their localization at laminin-rich sites of secondary fiber formation. It is involved in the maintenance of the myofibers cytoarchitecture as well as for their anchorage, viability and functional integrity. Isoform Alpha-7X2B and isoform Alpha-7X1B promote myoblast migration on laminin 1 and laminin 2/4, but isoform Alpha-7X1B is less active on laminin 1 (In vitro). Acts as Schwann cell receptor for laminin-2. Acts as a receptor of COMP and mediates its effect on vascular smooth muscle cells (VSMCs) maturation (By similarity). Required to promote contractile phenotype acquisition in differentiated airway smooth muscle (ASM) cells.
                         ITA7_HUMAN,Q13683
                         ","Sun Aug 09 14:14:44 2020"
"pbmc","SMARCC2","The protein encoded by this gene is a member of the SWI/SNF family of proteins, whose members display helicase and ATPase activities and which are thought to regulate transcription of certain genes by altering the chromatin structure around those genes. The encoded protein is part of the large ATP-dependent chromatin remodeling complex SNF/SWI and contains a predicted leucine zipper motif typical of many transcription factors. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]","                                            SMARCC2 (SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin Subfamily C Member 2) is a Protein Coding gene.                                            Diseases associated with SMARCC2 include Coffin-Siris Syndrome 8 and Coffin-Siris Syndrome 1.                                            Among its related pathways are Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins. and Chromatin organization.                                            Gene Ontology (GO) annotations related to this gene include chromatin binding and RNA polymerase II proximal promoter sequence-specific DNA binding.                                            An important paralog of this gene is SMARCC1.","Involved in transcriptional activation and repression of select genes by chromatin remodeling (alteration of DNA-nucleosome topology). Component of SWI/SNF chromatin remodeling complexes that carry out key enzymatic activities, changing chromatin structure by altering DNA-histone contacts within a nucleosome in an ATP-dependent manner (PubMed:11018012). Can stimulate the ATPase activity of the catalytic subunit of these complexes (PubMed:10078207). May be required for CoREST dependent repression of neuronal specific gene promoters in non-neuronal cells (PubMed:12192000). Belongs to the neural progenitors-specific chromatin remodeling complex (npBAF complex) and the neuron-specific chromatin remodeling complex (nBAF complex). During neural development a switch from a stem/progenitor to a postmitotic chromatin remodeling mechanism occurs as neurons exit the cell cycle and become committed to their adult state. The transition from proliferating neural stem/progenitor cells to postmitotic neurons requires a switch in subunit composition of the npBAF and nBAF complexes. As neural progenitors exit mitosis and differentiate into neurons, npBAF complexes which contain ACTL6A/BAF53A and PHF10/BAF45A, are exchanged for homologous alternative ACTL6B/BAF53B and DPF1/BAF45B or DPF3/BAF45C subunits in neuron-specific complexes (nBAF). The npBAF complex is essential for the self-renewal/proliferative capacity of the multipotent neural stem cells. The nBAF complex along with CREST plays a role regulating the activity of genes essential for dendrite growth (By similarity). Critical regulator of myeloid differentiation, controlling granulocytopoiesis and the expression of genes involved in neutrophil granule formation (By similarity).
                         SMRC2_HUMAN,Q8TAQ2
                         ","Sun Aug 09 14:14:45 2020"
"pbmc","RNF41","This gene encodes an E3 ubiquitin ligase. The encoded protein plays a role in type 1 cytokine receptor signaling by controlling the balance between JAK2-associated cytokine receptor degradation and ectodomain shedding. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jun 2011]","                                            RNF41 (Ring Finger Protein 41) is a Protein Coding gene.                                            Diseases associated with RNF41 include Prader-Willi Syndrome.                                            Among its related pathways are Signaling by GPCR and Signaling by ERBB2.                                            Gene Ontology (GO) annotations related to this gene include ubiquitin-protein transferase activity and acid-amino acid ligase activity.                                            An important paralog of this gene is RNF151.","Acts as E3 ubiquitin-protein ligase and regulates the degradation of target proteins. Polyubiquitinates MYD88. Negatively regulates MYD88-dependent production of proinflammatory cytokines. Can promote TRIF-dependent production of type I interferon and inhibits infection with vesicular stomatitis virus (By similarity). Promotes also activation of TBK1 and IRF3. Involved in the ubiquitination of erythropoietin (EPO) and interleukin-3 (IL-3) receptors. Thus, through maintaining basal levels of cytokine receptors, RNF41 is involved in the control of hematopoietic progenitor cell differentiation into myeloerythroid lineages (By similarity). Contributes to the maintenance of steady-state ERBB3 levels by mediating its growth factor-independent degradation. Involved in the degradation of the inhibitor of apoptosis BIRC6 and thus is an important regulator of cell death by promoting apoptosis. Acts also as a PRKN modifier that accelerates its degradation, resulting in a reduction of PRKN activity, influencing the balance of intracellular redox state. The RNF41-PRKN pathway regulates autophagosome-lysosome fusion during late mitophagy. Mitophagy is a selective form of autophagy necessary for mitochondrial quality control (PubMed:24949970).
                         RNF41_HUMAN,Q9H4P4
                         ","Sun Aug 09 14:14:46 2020"
"pbmc","IKZF4","Members of the Ikaros (ZNFN1A1; MIM 603023) family of transcription factors, which includes Eos, are expressed in lymphocytes and are implicated in the control of lymphoid development.[supplied by OMIM, Jul 2002]","                                            IKZF4 (IKAROS Family Zinc Finger 4) is a Protein Coding gene.                                            Diseases associated with IKZF4 include Alopecia Areata and Sulfite Oxidase Deficiency, Isolated.                                                                                        Gene Ontology (GO) annotations related to this gene include nucleic acid binding and protein homodimerization activity.                                            An important paralog of this gene is IKZF2.","DNA-binding protein that binds to the 5'GGGAATRCC-3' Ikaros-binding sequence. Transcriptional repressor. Interacts with SPI1 and MITF to repress transcription of the CTSK and ACP5 promoters via recruitment of corepressors SIN3A and CTBP2. May be involved in the development of central and peripheral nervous systems. Essential for the inhibitory function of regulatory T-cells (Treg). Mediates FOXP3-mediated gene silencing in regulatory T-cells (Treg) via recruitment of corepressor CTBP1 (By similarity).
                         IKZF4_HUMAN,Q9H2S9
                         ","Sun Aug 09 14:14:47 2020"
"pbmc","ZC3H10","                                            ZC3H10 (Zinc Finger CCCH-Type Containing 10) is a Protein Coding gene.                                            Diseases associated with ZC3H10 include Raynaud Disease.                                                                                                                                    An important paralog of this gene is MBNL1.","                                            ZC3H10 (Zinc Finger CCCH-Type Containing 10) is a Protein Coding gene.                                            Diseases associated with ZC3H10 include Raynaud Disease.                                                                                                                                    An important paralog of this gene is MBNL1.","Specific regulator of miRNA biogenesis. Binds, via the C3H1-type zinc finger domains, to the binding motif 5'-GCAGCGC-3' on microRNA pri-MIR143 and negatively regulates the processing to mature microRNA.
                         ZC3HA_HUMAN,Q96K80
                         ","Sun Aug 09 14:14:48 2020"
"pbmc","ANKRD52","                                            ANKRD52 (Ankyrin Repeat Domain 52) is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is ANKRD28.","                                            ANKRD52 (Ankyrin Repeat Domain 52) is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is ANKRD28.","Putative regulatory subunit of protein phosphatase 6 (PP6) that may be involved in the recognition of phosphoprotein substrates.
                         ANR52_HUMAN,Q8NB46
                         ","Sun Aug 09 14:14:48 2020"
"pbmc","PHC1P1","                                            PHC1P1 (Polyhomeotic Homolog 1 Pseudogene 1) is a Pseudogene.                                                                                                                                                                                ","                                            PHC1P1 (Polyhomeotic Homolog 1 Pseudogene 1) is a Pseudogene.                                                                                                                                                                                ","no summary","Sun Aug 09 14:14:49 2020"
"pbmc","ENSG00000257740","                                            ENSG00000257740  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000257740  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Sun Aug 09 14:14:50 2020"
"pbmc","PSMB3P1","                                            PSMB3P1 (Proteasome Subunit Beta 3 Pseudogene 1) is a Pseudogene.                                                                                                                                                                                ","                                            PSMB3P1 (Proteasome Subunit Beta 3 Pseudogene 1) is a Pseudogene.                                                                                                                                                                                ","no summary","Sun Aug 09 14:14:50 2020"
"pbmc","BAZ2A","                                            BAZ2A (Bromodomain Adjacent To Zinc Finger Domain 2A) is a Protein Coding gene.                                            Diseases associated with BAZ2A include Acute Maxillary Sinusitis and Epidermodysplasia Verruciformis 1.                                            Among its related pathways are Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3 and Gene Expression.                                            Gene Ontology (GO) annotations related to this gene include RNA binding and lysine-acetylated histone binding.                                            An important paralog of this gene is BAZ2B.","                                            BAZ2A (Bromodomain Adjacent To Zinc Finger Domain 2A) is a Protein Coding gene.                                            Diseases associated with BAZ2A include Acute Maxillary Sinusitis and Epidermodysplasia Verruciformis 1.                                            Among its related pathways are Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3 and Gene Expression.                                            Gene Ontology (GO) annotations related to this gene include RNA binding and lysine-acetylated histone binding.                                            An important paralog of this gene is BAZ2B.","Essential component of the NoRC (nucleolar remodeling complex) complex, a complex that mediates silencing of a fraction of rDNA by recruiting histone-modifying enzymes and DNA methyltransferases, leading to heterochromatin formation and transcriptional silencing. In the complex, it plays a central role by being recruited to rDNA and by targeting chromatin modifying enzymes such as HDAC1, leading to repress RNA polymerase I transcription. Recruited to rDNA via its interaction with TTF1 and its ability to recognize and bind histone H4 acetylated on 'Lys-16' (H4K16ac), leading to deacetylation of H4K5ac, H4K8ac, H4K12ac but not H4K16ac. Specifically binds pRNAs, 150-250 nucleotide RNAs that are complementary in sequence to the rDNA promoter; pRNA-binding is required for heterochromatin formation and rDNA silencing (By similarity).
                         BAZ2A_HUMAN,Q9UIF9
                         ","Sun Aug 09 14:14:51 2020"
"pbmc","IL23A","This gene encodes a subunit of the heterodimeric cytokine interleukin 23 (IL23). IL23 is composed of this protein and the p40 subunit of interleukin 12 (IL12B). The receptor of IL23 is formed by the beta 1 subunit of IL12 (IL12RB1) and an IL23 specific subunit, IL23R. Both IL23 and IL12 can activate the transcription activator STAT4, and stimulate the production of interferon-gamma (IFNG). In contrast to IL12, which acts mainly on naive CD4(+) T cells, IL23 preferentially acts on memory CD4(+) T cells. [provided by RefSeq, Jul 2008]","                                            IL23A (Interleukin 23 Subunit Alpha) is a Protein Coding gene.                                            Diseases associated with IL23A include Multiple Sclerosis and Inflammatory Bowel Disease.                                            Among its related pathways are Tuberculosis and PEDF Induced Signaling.                                            Gene Ontology (GO) annotations related to this gene include cytokine activity and interleukin-23 receptor binding.                                            ","Associates with IL12B to form the IL-23 interleukin, a heterodimeric cytokine which functions in innate and adaptive immunity. IL-23 may constitute with IL-17 an acute response to infection in peripheral tissues. IL-23 binds to a heterodimeric receptor complex composed of IL12RB1 and IL23R, activates the Jak-Stat signaling cascade, stimulates memory rather than naive T-cells and promotes production of proinflammatory cytokines. IL-23 induces autoimmune inflammation and thus may be responsible for autoimmune inflammatory diseases and may be important for tumorigenesis.
                         IL23A_HUMAN,Q9NPF7
                         ","Sun Aug 09 14:14:54 2020"
